Worker,Time (seconds),Where do you live? (City and State/Country),Are you Male or Female?,What's your Age?,If I could live forever I would/would not?,Which closes fits what you think will happen when you die?,I think the following is most important for good health (choose one),How much do you think about your weight?,What do you do to help cope with stress most?,"If you spend the day being lazy, do you feel good or bad?","In general, do you feel life has been fair to you?",How many languages do you speak fluently?,Did you grow up with a pet?,My current relationship status:,Select where you usually get your information about the world from,Select how obedient or independent you think children should be,"If I could enhance my unborn child's DNA in only ONE way, I would improve their: (choose one)",How strict or lenient were your parents when you were growing up?,The following would make my life better (choose one),How much time do you spend alone each day?,How optimistic or pessimistic are you?,How many generations currently live in your household?,Who are you more similar to?,I would or would not say that one of the main goals in my life has been to make my parents proud,Where are you in the birth order of your siblings,My pet thinks of me as its _______________ (choose one),Rank how trustworthy you think people are,"In general, I do/do not feel that life has been fair to me",I think successful people more/less honest than the average person,Select where you feel safest,Do you know the names of your closest neighbors?,How safe or scary is your neighborhood?,"If there were a fire at my home, I would take the following item first",Would you kill another person if your life depended on it?,Who would you vote for president of the US?,I usually average X hours sleep each night,I usually wake up in the following way:,Pick how often you have lucid dreams,Pick how often you remember your dreams during the day,Pick what you mostly dream about,"If there were a pill that eliminated the need for sleep, I would/would not not take it",Have you slept-walked before?,Do you nap regularly?,Have you experienced love at first sight,Would you marry someone with whom you could never have children?,Do you think it is acceptable for a married person to have an affair?,Do you think love is necessary for marriage?,Do you kick your pet out of the room before having sex?,"If I could change ONE thing about my partner, it would be the following (pick one)",I was X years old when I got married
A1W1XCDNS3610Y,475,"Ernakulam district,kerala",Female,Under 20,Would,I will be reincarnated,Exercise,Sometimes,Prayer,Bad,I do,3,No,Single,Computer,Very Obedient,Immunity,Exactly in the middle,Better job,Some of my time,Exactly in the middle,3,Both about equally,Would,I don't have siblings,I don't have a pet,Somewhat trustworthy,Do,More,Home,Yes,Neither safe nor scary,Other,Yes,Barack Obama,6-8 hours,Naturally,Seldom,Seldom,Other,Would,No,No,No,No,No,Yes,I don't have a pet,Nothing,I'm not married
A2PYHO7795COYH,504,attili/andhra pradesh/india,Female,21-25,Would not,My spirit will return to some universal entity,Environment,Sometimes,Family/friends,Bad,I do,3,Yes,Single,Newspapers/Magazines,Somewhat Independent,Immunity,Exactly in the middle,Better health,Some of my time,Exactly in the middle,3,Mom,Would,Oldest,Playmate,Somewhat trustworthy,Do,More,Home,Yes,Somewhat safe,Jewelry,No,Mitt Romney,6-8 hours,From a Rooster,Seldom,Often,Flying,Would not,No,Yes,Yes,Yes,No,Yes,Yes,Nothing,I'm not married
A3TS8XDSBLLUW4,106,city,Male,21-25,Would,I will be reincarnated,Proper diet,Constantly,Music/Art,Good,I do,2,Yes,Single,SmartPhone,Very Obedient,Immunity,Somewhat Strict,More Free time,Most of my time,Somewhat pessimistic,2,Mom,Would,Middle,Playmate,Very untrustworthy,Do,More,Work,Yes,Somewhat scary,Photo album,Yes,Mitt Romney,Less than 4 hours,Naturally,Often,Seldom,Being naked in public,Would,Yes,Yes,No,No,No,Yes,I don't have a pet,Intelligence,21-30
AMWU2ML6PTRJV,764,Vijayawada,Male,21-25,Would,Nothing. Game over.,Proper diet,Sometimes,Music/Art,Bad,I do,2,Yes,Single,Computer,Very Obedient,Nothing,Very Strict,Nothing - I'm all good,Not much of my time,Exactly in the middle,2,Both about equally,Would,I don't have siblings,Playmate,Neither trustworthy or untrustworthy,Do,The same,I don't feel completely safe anywhere,Yes,Neither safe nor scary,Other,No,Barack Obama,4-6 hours,By a Pet,Often,Never,Other,Would not,No,No,No,No,No,No,Yes,Looks,I'm not married
AOSB3RSWQQENC,458,Nagpur,Female,51+,Would not,Nothing. Game over.,Proper diet,Sometimes,Music/Art,Bad,I do,3,No,Married,Computer,Very Obedient,Intelligence,Somewhat Strict,More Money,Some of my time,Exactly in the middle,2,Mom,Would,Oldest,I don't have a pet,Neither trustworthy or untrustworthy,Do,Less,Home,Yes,Somewhat safe,Money,No,Barack Obama,6-8 hours,With an Alarm clock,Seldom,Seldom,Other,Would not,No,No,Yes,No,No,Yes,I don't have a pet,Intelligence,21-30
A1FX0D3DUDRXIS,345,Indianapolis,Male,Under 20,Would not,I will go to heaven or hell,Genes,Constantly,Music/Art,Good,I do not,2,Yes,Single,Computer,Very Obedient,Lifespan,Very Strict,More Money,All my time,Somewhat pessimistic,2,Both about equally,Would,Youngest,Mother or father,Very untrustworthy,Do,Less,Home,Yes,Very scary,Other,No,Barack Obama,6-8 hours,Naturally,Seldom,Often,Falling,Would,Yes,Yes,Yes,No,No,Yes,No,Looks,I'm not married
A29NV4U5XFQVAS,628,"Chennai, India",Female,21-25,Would,My spirit will return to some universal entity,Proper diet,Constantly,Prayer,Bad,I do,2,No,Married,Newspapers/Magazines,A little of both,Intelligence,Somewhat Strict,More Money,Not much of my time,Somewhat optimistic,3,Neither,Would,I don't have siblings,I don't have a pet,Neither trustworthy or untrustworthy,Do,The same,Home,Yes,Very safe,Jewelry,No,Barack Obama,6-8 hours,Naturally,Seldom,Seldom,Other,Would,No,No,No,No,No,Yes,I don't have a pet,Nothing,21-30
A1OSPZCPAUC4LF,839,Hyderabad,Male,21-25,Would,Nothing. Game over.,Environment,Sometimes,Music/Art,Bad,I do,3,Yes,Married,Computer,Very Obedient,Immunity,Very Strict,Better health,Some of my time,Somewhat optimistic,2,Both about equally,Would,Oldest,Owner/master,Somewhat trustworthy,Do,The same,Home,Yes,Neither safe nor scary,Other,Yes,Barack Obama,6-8 hours,Naturally,Often,Often,Other,Would not,No,No,Yes,Yes,Yes,Yes,Yes,Nothing,21-30
A1CD2BOT46KAQ9,816,Ernakulam district,Male,21-25,Would not,Nothing. Game over.,Proper diet,Never,Family/friends,Bad,I do,2,Yes,Single,Newspapers/Magazines,Very Obedient,Nothing,Very Strict,Better health,Not much of my time,Somewhat optimistic,3,Dad,Would,Middle,Playmate,Very untrustworthy,Do,Less,I don't feel completely safe anywhere,Yes,Somewhat safe,Other,No,Barack Obama,4-6 hours,Naturally,Never,Never,Other,Would not,No,No,No,No,No,No,Yes,Nothing,I'm not married
A2COPZLCPRG38E,937,Madurai,Male,21-25,Would not,My spirit will return to some universal entity,Environment,Constantly,Family/friends,Bad,I do,2,Yes,Single,Computer,A little of both,Nothing,Exactly in the middle,Nothing - I'm all good,Some of my time,Exactly in the middle,1,Both about equally,Would,I don't have siblings,Playmate,Neither trustworthy or untrustworthy,Do,The same,Home,Yes,Neither safe nor scary,Other,No,Barack Obama,6-8 hours,By a Family member,Never,Seldom,Other,Would not,No,No,No,Yes,Yes,Yes,Yes,Nothing,I'm not married
A39XSGSKY340XB,478,"trichur, kerala, india",Male,51+,Would,I will go to heaven or hell,Exercise,Constantly,Prayer,Bad,I do,3,No,Married,Newspapers/Magazines,Somewhat Obedient,Intelligence,Somewhat Strict,Better health,Some of my time,Exactly in the middle,3,Dad,Would,Middle,I don't have a pet,Somewhat untrustworthy,Do not,More,Church/Temple/Mosque,Yes,Somewhat scary,Jewelry,No,Barack Obama,6-8 hours,Naturally,Seldom,Seldom,Other,Would not,No,No,No,No,No,Yes,I don't have a pet,Sexual ability,31-40
A27Q0OSFA0F15O,387,Chennai,Male,21-25,Would,Nothing. Game over.,Proper diet,Sometimes,Music/Art,Bad,I do,2,No,Single,Computer,Somewhat Obedient,Intelligence,Exactly in the middle,Better job,Some of my time,Somewhat pessimistic,2,Both about equally,Would not,Oldest,Mother or father,Somewhat untrustworthy,Do,More,Home,Yes,Neither safe nor scary,Other,No,Mitt Romney,6-8 hours,Naturally,Seldom,Seldom,Other,Would,No,No,No,Yes,No,Yes,I don't have a pet,Nothing,I'm not married
A3K86JCJIFKZA3,592,Kanchipuram,Female,31-35,Would not,I will go to heaven or hell,Environment,Once in a while,Work,Bad,I do,2,No,Married,TV,Very Obedient,Immunity,Somewhat Strict,Nothing - I'm all good,Not much of my time,Somewhat optimistic,4,Dad,Would,Middle,I don't have a pet,Somewhat untrustworthy,Do,Less,Home,Yes,Very safe,Other,No,Barack Obama,6-8 hours,By my Child/Children,Often,Often,Other,Would not,No,No,No,No,No,Yes,I don't have a pet,Intelligence,21-30
A2GIVVBXX2Y1WX,404,Bangalore,Female,26-30,Would,I will be reincarnated,Exercise,Constantly,Music/Art,Bad,I do,5+,No,Married,Newspapers/Magazines,Very Obedient,Intelligence,Somewhat Strict,Better health,Not much of my time,Somewhat optimistic,3,Mom,Would,Youngest,I don't have a pet,Neither trustworthy or untrustworthy,Do,More,Home,Yes,Somewhat safe,Money,No,Barack Obama,4-6 hours,By my Child/Children,Seldom,Seldom,Being unprepared for something,Would not,No,Yes,Yes,Yes,No,Yes,I don't have a pet,Nothing,21-30
A7KXYCZ2HWXDO,295,"trichur, kerala ,india",Male,31-35,Would,My spirit will return to some universal entity,Genes,Constantly,Work,Bad,I do not,3,No,Married,TV,A little of both,Lifespan,Somewhat Lenient,Better job,Not much of my time,Somewhat optimistic,2,Both about equally,Would,Youngest,I don't have a pet,Neither trustworthy or untrustworthy,Do not,Less,Work,Yes,Somewhat scary,Money,No,Mitt Romney,More than 8 hours,By a Family member,Never,Never,Other,Would not,No,No,No,No,No,Yes,I don't have a pet,Nothing,21-30
A31WK1EE4U4MYR,179,Chennai,Male,26-30,Would,I will go to heaven or hell,Exercise,Sometimes,Work,Good,I do,2,Yes,Single,Computer,Somewhat Independent,Appearance,Exactly in the middle,More Free time,None of my time,Exactly in the middle,1,Both about equally,Would,Oldest,Owner/master,Very trustworthy,Do not,The same,School,Yes,Very safe,Gun,Yes,Barack Obama,More than 8 hours,By a Pet,Seldom,Seldom,Other,Would not,No,No,No,Yes,Yes,Yes,Yes,Looks,21-30
A26IO9PZ453KKJ,673,Thiruvananthapuram,Female,31-35,Would,Nothing. Game over.,Environment,Sometimes,Prayer,Bad,I do,4,No,Married,Newspapers/Magazines,A little of both,Intelligence,Very Strict,More Money,Not much of my time,Somewhat pessimistic,2,Dad,Would,I don't have siblings,I don't have a pet,Somewhat trustworthy,Do,The same,Home,Yes,Very safe,Money,No,Barack Obama,4-6 hours,Naturally,Seldom,Seldom,Flying,Would not,No,No,Yes,No,No,Yes,I don't have a pet,Intelligence,21-30
A35479D4U5I8I5,781,Thrissur,Male,Under 20,Would not,I will go to heaven or hell,Proper diet,Constantly,Exercise,Bad,I do,1,No,Single,Computer,Somewhat Independent,Intelligence,Exactly in the middle,More Money,Some of my time,Somewhat optimistic,3,Dad,Would,Middle,I don't have a pet,Neither trustworthy or untrustworthy,Do,More,Home,Yes,Very safe,Money,No,Barack Obama,6-8 hours,By a Family member,Seldom,Seldom,Falling,Would not,No,No,Yes,No,Yes,Yes,Yes,Personality,Under 20
A17PDZWVQWMV4I,456,Coimbatore,Male,26-30,Would,My spirit will return to some universal entity,Genes,Constantly,Work,Good,I do,2,Yes,Single,Computer,A little of both,Intelligence,Exactly in the middle,Nothing - I'm all good,Some of my time,Exactly in the middle,3,Both about equally,Would,Youngest,Mother or father,Neither trustworthy or untrustworthy,Do,Less,Work,Yes,Somewhat safe,Electronics,No,Barack Obama,4-6 hours,By a Pet,Seldom,Often,Other,Would,No,Yes,Yes,No,Yes,Yes,No,Intelligence,21-30
A2949UQMVVV0X0,333,Kochi,Male,Under 20,Would not,I will go to heaven or hell,Environment,Sometimes,Prayer,Bad,I do,5+,Yes,Single,Computer,Very Obedient,Intelligence,Somewhat Strict,Better job,Some of my time,Very optimistic,2,Dad,Would,Middle,Owner/master,Neither trustworthy or untrustworthy,Do,More,I don't feel completely safe anywhere,Yes,Very safe,Photo album,No,Barack Obama,4-6 hours,With an Alarm clock,Seldom,Seldom,Being unprepared for something,Would not,No,No,No,No,No,Yes,Yes,Personality,I'm not married
A2V0MUWNRN9H9P,525,Kochi,Male,Under 20,Would,Nothing. Game over.,Exercise,Constantly,Work,Bad,I do,2,No,Single,Computer,A little of both,Nothing,Exactly in the middle,Better job,Some of my time,Exactly in the middle,3,Mom,Would,Youngest,Mother or father,Somewhat untrustworthy,Do,Less,Home,Yes,Neither safe nor scary,Other,No,Barack Obama,6-8 hours,By a Family member,Often,Often,Other,Would,No,Yes,No,No,No,No,I don't have a pet,Nothing,I'm not married
A3I0QJ8CSA2GEF,321,Kochi,Male,21-25,Would not,Nothing. Game over.,Proper diet,Once in a while,Music/Art,Bad,I do,2,No,Single,Computer,A little of both,Nothing,Exactly in the middle,Better job,Not much of my time,Somewhat optimistic,2,Both about equally,Would,Youngest,I don't have a pet,Somewhat trustworthy,Do,Less,Home,Yes,Very safe,Other,Yes,Mitt Romney,6-8 hours,Naturally,Never,Never,Other,Would not,No,No,No,No,No,Yes,I don't have a pet,Nothing,I'm not married
A2T2S6C7FS14TK,457,Chennai,Female,21-25,Would,My spirit will return to some universal entity,Proper diet,Never,Family/friends,Bad,I do,3,Yes,Single,Newspapers/Magazines,A little of both,Immunity,Somewhat Strict,More Money,Most of my time,Exactly in the middle,3,Both about equally,Would,Youngest,Playmate,Somewhat trustworthy,Do,More,Work,Yes,Somewhat safe,Photo album,Yes,Barack Obama,4-6 hours,Naturally,Seldom,Seldom,Flying,Would,No,No,No,No,No,Yes,No,Personality,I'm not married
A5U9CXYZGUMBT,483,Ernakulam,Female,21-25,Would,I will go to heaven or hell,Proper diet,Once in a while,Music/Art,Bad,I do,2,No,Single,Computer,A little of both,Intelligence,Somewhat Strict,More Money,Some of my time,Exactly in the middle,3,Dad,Would,Oldest,Playmate,Somewhat trustworthy,Do,More,Home,Yes,Neither safe nor scary,Money,No,Barack Obama,6-8 hours,Naturally,Seldom,Seldom,Other,Would not,No,Yes,Yes,No,No,Yes,I don't have a pet,Looks,I'm not married
A5U9CXYZGUMBT,488,Ernakulam,Female,21-25,Would,I will go to heaven or hell,Proper diet,Once in a while,Music/Art,Bad,I do,2,No,Single,Computer,A little of both,Intelligence,Somewhat Strict,More Money,Some of my time,Exactly in the middle,3,Dad,Would,Oldest,Playmate,Somewhat trustworthy,Do,More,Home,Yes,Neither safe nor scary,Money,No,Barack Obama,6-8 hours,Naturally,Seldom,Seldom,Other,Would not,No,Yes,Yes,No,No,Yes,I don't have a pet,Looks,I'm not married
AR0NWDHJD0YQU,672,Kollam district,Male,Under 20,Would,My spirit will return to some universal entity,Proper diet,Sometimes,Family/friends,Bad,I do,3,Yes,Single,Newspapers/Magazines,A little of both,Lifespan,Exactly in the middle,Better job,Some of my time,Exactly in the middle,1,Both about equally,Would,Youngest,Playmate,Somewhat untrustworthy,Do,The same,Home,Yes,Neither safe nor scary,Photo album,No,Barack Obama,6-8 hours,Naturally,Seldom,Seldom,Being chased,Would not,Yes,No,Yes,Yes,No,Yes,Yes,Nothing,I'm not married
A3HNF9PFI8CLND,572,Chennai,Male,51+,Would not,My spirit will return to some universal entity,Proper diet,Once in a while,Prayer,Bad,I do,2,No,Married,Newspapers/Magazines,A little of both,Intelligence,Very Strict,More Money,Not much of my time,Very optimistic,1,Dad,Would,Middle,I don't have a pet,Somewhat trustworthy,Do,More,Home,Yes,Very safe,Other,No,Barack Obama,6-8 hours,Naturally,Often,Seldom,Being unprepared for something,Would not,No,No,No,No,No,No,I don't have a pet,Personality,21-30
A37F6SAP4NY7IC,655,Thindal,Male,41-45,Would,Nothing. Game over.,Genes,Constantly,Music/Art,Bad,I do,2,Yes,Married,TV,A little of both,Immunity,Exactly in the middle,Nothing - I'm all good,Not much of my time,Somewhat optimistic,3,Both about equally,Would,Middle,Playmate,Neither trustworthy or untrustworthy,Do,More,Home,Yes,Neither safe nor scary,Other,No,Mitt Romney,More than 8 hours,Naturally,Seldom,Never,Other,Would,No,Yes,No,No,No,No,No,Nothing,21-30
A2CXHAZODRH06O,699,Palakkad Kerala India,Female,41-45,Would,Nothing. Game over.,Exercise,Constantly,Exercise,Bad,I do,3,No,Married,Newspapers/Magazines,A little of both,Intelligence,Somewhat Strict,More Money,Some of my time,Exactly in the middle,2,Mom,Would,Middle,I don't have a pet,Neither trustworthy or untrustworthy,Do,More,Home,Yes,Somewhat safe,Money,No,Barack Obama,6-8 hours,Naturally,Often,Often,Falling,Would not,No,Yes,No,No,No,Yes,Yes,Nothing,21-30
A1W1QLOKCAAGJN,1599,Coimbatore,Male,21-25,Would not,Nothing. Game over.,Exercise,Sometimes,Exercise,Bad,I do not,2,No,Single,Newspapers/Magazines,Somewhat Obedient,Intelligence,Exactly in the middle,Better health,Some of my time,Exactly in the middle,4,Both about equally,Would,Youngest,I don't have a pet,Very untrustworthy,Do,Less,I don't feel completely safe anywhere,Yes,Somewhat scary,Other,No,Barack Obama,6-8 hours,With an Alarm clock,Seldom,Seldom,Other,Would not,Yes,No,Yes,No,Yes,Yes,I don't have a pet,Nothing,I'm not married
A3FOAL3ET21YFX,393,Kochi,Female,21-25,Would not,Nothing. Game over.,Exercise,Constantly,Exercise,Bad,I do,2,No,Married,Computer,Very Obedient,Intelligence,Very Strict,More Money,Not much of my time,Somewhat pessimistic,1,Dad,Would not,Oldest,I don't have a pet,Very untrustworthy,Do,Less,Home,Yes,Somewhat scary,Photo album,No,Barack Obama,6-8 hours,With an Alarm clock,Seldom,Seldom,Other,Would not,No,No,No,No,No,Yes,I don't have a pet,Nothing,21-30
AFACYRFQIC554,435,Coimbatore,Male,21-25,Would,I will go to heaven or hell,Exercise,Sometimes,Family/friends,Bad,I do,3,No,Single,Computer,Very Obedient,Intelligence,Exactly in the middle,Better job,Not much of my time,Very optimistic,1,Dad,Would,Youngest,I don't have a pet,Very trustworthy,Do,More,Home,No,Somewhat safe,Money,No,Barack Obama,6-8 hours,Naturally,Often,Seldom,Being chased,Would not,No,No,Yes,No,No,Yes,I don't have a pet,Nothing,I'm not married
AEOXYOJ3II8D8,398,Coimbatore,Male,26-30,Would,Nothing. Game over.,Exercise,Sometimes,Music/Art,Bad,I do not,2,Yes,Single,Computer,Somewhat Obedient,Intelligence,Exactly in the middle,More Money,Some of my time,Somewhat optimistic,2,Dad,Would,Oldest,Playmate,Neither trustworthy or untrustworthy,Do not,Less,Home,Yes,Very safe,Other,No,Mitt Romney,6-8 hours,With an Alarm clock,Seldom,Seldom,Being unprepared for something,Would not,Yes,No,No,No,No,Yes,Yes,Nothing,I'm not married
A1H74VISWQGX20,525,Arani,Male,31-35,Would,My spirit will return to some universal entity,Religion,Constantly,Exercise,Good,I do,2,No,Married,Computer,Very Independent,Intelligence,Somewhat Lenient,Better job,Most of my time,Somewhat pessimistic,5+,Neither,Would not,Oldest,I don't have a pet,Somewhat trustworthy,Do,More,I don't feel completely safe anywhere,Yes,Very safe,Electronics,No,Barack Obama,6-8 hours,Naturally,Often,Often,Being chased,Would,No,No,No,No,Yes,Yes,I don't have a pet,Intelligence,I'm not married
A31VENXP5I854R,628,Jaipur,Male,26-30,Would,I will be reincarnated,Proper diet,Sometimes,Work,Bad,I do,3,No,Single,Computer,A little of both,Intelligence,Exactly in the middle,Better health,Some of my time,Exactly in the middle,2,Both about equally,Would,Middle,Mother or father,Neither trustworthy or untrustworthy,Do,Less,Home,Yes,Somewhat scary,Photo album,No,Barack Obama,4-6 hours,From a Rooster,Seldom,Seldom,Being unprepared for something,Would,Yes,Yes,Yes,No,Yes,Yes,No,Sexual ability,I'm not married
ASSRHY7A9MPGL,188,Kozhikode,Male,21-25,Would,I will go to heaven or hell,Exercise,Once in a while,Prayer,Bad,I do,3,No,Single,TV,Very Obedient,Intelligence,Somewhat Strict,Better health,Most of my time,Somewhat pessimistic,2,Both about equally,Would,Middle,I don't have a pet,Somewhat untrustworthy,Do,Less,Church/Temple/Mosque,Yes,Very scary,Jewelry,No,Mitt Romney,6-8 hours,Naturally,Often,Often,Flying,Would not,No,Yes,No,No,No,No,I don't have a pet,Sexual ability,I'm not married
AXPARIEJS6DIX,973,Andaloor,Male,21-25,Would not,My spirit will return to some universal entity,Proper diet,Sometimes,Family/friends,Bad,I do,2,No,Single,Computer,Very Obedient,Intelligence,Exactly in the middle,Better Romance,Some of my time,Somewhat pessimistic,5+,Both about equally,Would,Middle,Playmate,Somewhat untrustworthy,Do,More,Home,Yes,Somewhat scary,Other,No,Barack Obama,6-8 hours,With an Alarm clock,Seldom,Seldom,Being unprepared for something,Would,No,Yes,No,No,Yes,Yes,No,Personality,I'm not married
A2RFNAGB4KU64H,533,Chennai,Female,41-45,Would,I will be reincarnated,Proper diet,Once in a while,Family/friends,Bad,I do,3,No,Married,Newspapers/Magazines,Somewhat Independent,Intelligence,Somewhat Lenient,More Free time,None of my time,Very optimistic,3,Dad,Would,Oldest,I don't have a pet,Somewhat trustworthy,Do,More,Home,Yes,Very safe,Jewelry,No,Barack Obama,6-8 hours,Naturally,Seldom,Often,Other,Would not,Yes,Yes,No,No,No,Yes,I don't have a pet,Personality,21-30
A1BALMSLK75OOU,405,Kochi,Female,31-35,Would,I will go to heaven or hell,Religion,Constantly,Prayer,Bad,I do,3,No,Married,Computer,Very Obedient,Lifespan,Somewhat Strict,More Free time,Not much of my time,Very optimistic,3,Neither,Would not,Oldest,I don't have a pet,Neither trustworthy or untrustworthy,Do,The same,Church/Temple/Mosque,Yes,Very safe,Other,No,Mitt Romney,6-8 hours,By a Family member,Seldom,Seldom,Being unprepared for something,Would,Yes,No,Yes,No,No,Yes,I don't have a pet,Nothing,21-30
A13FF3UBS35JD7,646,Chennai,Male,26-30,Would not,Nothing. Game over.,Proper diet,Once in a while,Music/Art,Bad,I do not,3,No,Single,Computer,A little of both,Intelligence,Very Lenient,Better Romance,Most of my time,Somewhat pessimistic,3,Dad,Would,Youngest,I don't have a pet,Very untrustworthy,Do not,The same,Work,No,Neither safe nor scary,Money,No,Barack Obama,6-8 hours,Naturally,Often,Often,Other,Would not,Yes,Yes,No,Yes,Yes,Yes,I don't have a pet,Nothing,I'm not married
A2UGOE5Q8OOUPA,879,Salem,Male,Under 20,Would,My spirit will return to some universal entity,Exercise,Constantly,Music/Art,Bad,I do not,2,No,Single,SmartPhone,Somewhat Independent,Nothing,Somewhat Lenient,Better health,Some of my time,Exactly in the middle,2,Both about equally,Would,Middle,I don't have a pet,Very trustworthy,Do not,The same,Home,Yes,Very safe,Other,No,Barack Obama,6-8 hours,By a Family member,Never,Often,Other,Would,No,No,Yes,Yes,No,Yes,I don't have a pet,Personality,21-30
A2PDCGN3PDAK67,195,India,Female,21-25,Would not,I will be reincarnated,Exercise,Sometimes,Exercise,Bad,I do not,4,No,Single,Tablet,Somewhat Obedient,Lifespan,Exactly in the middle,More Free time,Most of my time,Somewhat pessimistic,2,Dad,Would not,Middle,Playmate,Somewhat untrustworthy,Do,Less,School,No,Somewhat scary,Money,Yes,Barack Obama,4-6 hours,With an Alarm clock,Seldom,Often,Falling,Would,Yes,Yes,Yes,No,No,No,No,Intelligence,I'm not married
